Country,Area,Year,mean_temp
DJI,Djibouti,1966,-0.037166667
DJI,Djibouti,1967,-0.4525
DJI,Djibouti,1968,-0.3975
DJI,Djibouti,1969,0.073583333
DJI,Djibouti,1970,0.014583333
DJI,Djibouti,1971,-0.256083333
DJI,Djibouti,1972,0.244083333
DJI,Djibouti,1973,0.552916667
DJI,Djibouti,1974,-0.077416667
DJI,Djibouti,1975,0.202833333
DJI,Djibouti,1976,0.121833333
DJI,Djibouti,1977,0.32275
DJI,Djibouti,1978,0.326666667
DJI,Djibouti,1979,0.264416667
DJI,Djibouti,1980,0.840416667
DJI,Djibouti,1981,0.1535
DJI,Djibouti,1982,0.350166667
DJI,Djibouti,1983,0.357333333
DJI,Djibouti,1984,-0.007416667
DJI,Djibouti,1985,0.103333333
DJI,Djibouti,1986,0.0335
DJI,Djibouti,1987,0.362
DJI,Djibouti,1988,0.570333333
DJI,Djibouti,1989,0.054666667
DJI,Djibouti,1990,0.550083333
DJI,Djibouti,1994,0.389
DJI,Djibouti,1995,0.794833333
DJI,Djibouti,1996,0.726916667
DJI,Djibouti,1997,0.7035
DJI,Djibouti,1999,0.48175
DJI,Djibouti,2003,1.112083333
DJI,Djibouti,2005,1.191583333
DJI,Djibouti,2006,1.041083333
DJI,Djibouti,2007,0.864166667
DJI,Djibouti,2008,0.401666667
DJI,Djibouti,2009,1.718
DJI,Djibouti,2016,1.492416667
DJI,Djibouti,2017,1.596416667
DOM,Dominican Republic,1961,-0.032166667
DOM,Dominican Republic,1962,-0.042
DOM,Dominican Republic,1963,-0.00675
DOM,Dominican Republic,1964,0.00425
DOM,Dominican Republic,1965,-0.26725
DOM,Dominican Republic,1966,-0.096916667
DOM,Dominican Republic,1967,-0.180666667
DOM,Dominican Republic,1968,-0.191
DOM,Dominican Republic,1969,0.276833333
DOM,Dominican Republic,1970,-0.091666667
DOM,Dominican Republic,1971,-0.355833333
DOM,Dominican Republic,1972,-0.038083333
DOM,Dominican Republic,1973,0.212166667
DOM,Dominican Republic,1974,-0.392
DOM,Dominican Republic,1975,-0.168583333
DOM,Dominican Republic,1976,-0.271333333
DOM,Dominican Republic,1977,0.312166667
DOM,Dominican Republic,1978,0.25475
DOM,Dominican Republic,1979,0.0585
DOM,Dominican Republic,1980,0.724166667
DOM,Dominican Republic,1981,0.454333333
DOM,Dominican Republic,1982,0.219333333
DOM,Dominican Republic,1983,0.70125
DOM,Dominican Republic,1984,0.16925
DOM,Dominican Republic,1985,0.194416667
DOM,Dominican Republic,1986,0.33575
DOM,Dominican Republic,1987,0.76725
DOM,Dominican Republic,1988,0.554666667
DOM,Dominican Republic,1989,0.340833333
DOM,Dominican Republic,1990,0.544416667
DOM,Dominican Republic,1991,0.311666667
DOM,Dominican Republic,1992,0.419583333
DOM,Dominican Republic,1993,0.46025
DOM,Dominican Republic,1994,0.794333333
DOM,Dominican Republic,1995,0.86575
DOM,Dominican Republic,1996,0.65125
DOM,Dominican Republic,1997,1.353666667
DOM,Dominican Republic,1998,1.376333333
DOM,Dominican Republic,1999,0.76475
DOM,Dominican Republic,2000,0.808333333
DOM,Dominican Republic,2001,0.832333333
DOM,Dominican Republic,2002,1.021916667
DOM,Dominican Republic,2003,1.169833333
DOM,Dominican Republic,2004,0.763083333
DOM,Dominican Republic,2005,0.902333333
DOM,Dominican Republic,2006,1.170083333
DOM,Dominican Republic,2007,1.100416667
DOM,Dominican Republic,2008,0.599666667
DOM,Dominican Republic,2009,0.80925
DOM,Dominican Republic,2010,1.242
DOM,Dominican Republic,2011,0.785583333
DOM,Dominican Republic,2012,0.91275
DOM,Dominican Republic,2013,1.182
DOM,Dominican Republic,2014,1.076166667
DOM,Dominican Republic,2015,1.414916667
DOM,Dominican Republic,2016,1.252583333
DOM,Dominican Republic,2017,1.107166667
DOM,Dominican Republic,2018,1.10875
DOM,Dominican Republic,2019,1.53
ECU,Ecuador,1961,-0.14375
ECU,Ecuador,1962,-0.24475
ECU,Ecuador,1963,-0.144833333
ECU,Ecuador,1964,-0.284416667
ECU,Ecuador,1965,0.13175
ECU,Ecuador,1966,0.005166667
ECU,Ecuador,1967,-0.489916667
ECU,Ecuador,1968,-0.322666667
ECU,Ecuador,1969,0.427083333
ECU,Ecuador,1970,-0.143416667
ECU,Ecuador,1971,-0.496583333
ECU,Ecuador,1972,0.670666667
ECU,Ecuador,1973,-0.076666667
ECU,Ecuador,1974,-0.273166667
ECU,Ecuador,1975,-0.488583333
ECU,Ecuador,1976,0.302916667
ECU,Ecuador,1977,0.2505
ECU,Ecuador,1978,0.12825
ECU,Ecuador,1979,0.377583333
ECU,Ecuador,1980,0.3735
ECU,Ecuador,1981,0.045333333
ECU,Ecuador,1982,0.507916667
ECU,Ecuador,1983,0.938583333
ECU,Ecuador,1984,-0.140166667
ECU,Ecuador,1985,-0.140416667
ECU,Ecuador,1986,0.165333333
ECU,Ecuador,1987,1.034833333
ECU,Ecuador,1988,0.232916667
ECU,Ecuador,1989,0.066666667
ECU,Ecuador,1990,0.492583333
ECU,Ecuador,1991,0.48575
ECU,Ecuador,1992,0.749916667
ECU,Ecuador,1993,0.528583333
ECU,Ecuador,1994,0.37625
ECU,Ecuador,1995,0.682166667
ECU,Ecuador,1996,0.022666667
ECU,Ecuador,1997,1.201583333
ECU,Ecuador,1998,1.165416667
ECU,Ecuador,1999,0.254583333
ECU,Ecuador,2000,0.289
ECU,Ecuador,2001,0.5485
ECU,Ecuador,2002,0.821
ECU,Ecuador,2003,0.8305
ECU,Ecuador,2004,0.841583333
ECU,Ecuador,2005,0.793583333
ECU,Ecuador,2006,0.828333333
ECU,Ecuador,2007,0.753583333
ECU,Ecuador,2008,0.702333333
ECU,Ecuador,2009,1.088416667
ECU,Ecuador,2010,1.02225
ECU,Ecuador,2011,0.856583333
ECU,Ecuador,2012,0.710583333
ECU,Ecuador,2013,0.743333333
ECU,Ecuador,2014,0.994583333
ECU,Ecuador,2015,1.434666667
ECU,Ecuador,2016,1.420083333
ECU,Ecuador,2017,1.094583333
ECU,Ecuador,2018,0.890333333
ECU,Ecuador,2019,1.373166667
EGY,Egypt,1961,-0.577666667
EGY,Egypt,1962,0.680583333
EGY,Egypt,1963,0.720083333
EGY,Egypt,1964,-0.386416667
EGY,Egypt,1965,-0.159166667
EGY,Egypt,1966,0.486916667
EGY,Egypt,1967,-0.64575
EGY,Egypt,1968,-0.148916667
EGY,Egypt,1969,0.459166667
EGY,Egypt,1970,-0.207416667
EGY,Egypt,1971,-0.174666667
EGY,Egypt,1972,-0.015833333
EGY,Egypt,1973,-0.192333333
EGY,Egypt,1974,-0.244083333
EGY,Egypt,1975,-0.452916667
EGY,Egypt,1976,-0.224916667
EGY,Egypt,1977,-0.325833333
EGY,Egypt,1978,-0.164
EGY,Egypt,1979,0.42675
EGY,Egypt,1980,-0.000333333
EGY,Egypt,1981,-0.266083333
EGY,Egypt,1982,-0.648416667
EGY,Egypt,1983,-1.091166667
EGY,Egypt,1984,-0.34675
EGY,Egypt,1985,0.2365
EGY,Egypt,1986,-0.171333333
EGY,Egypt,1987,-0.218416667
EGY,Egypt,1988,0.070166667
EGY,Egypt,1989,-0.286333333
EGY,Egypt,1990,0.0565
EGY,Egypt,1991,-0.060833333
EGY,Egypt,1992,-0.559083333
EGY,Egypt,1993,0.254083333
EGY,Egypt,1994,0.21275
EGY,Egypt,1995,0.137666667
EGY,Egypt,1996,0.326333333
EGY,Egypt,1997,-0.152583333
EGY,Egypt,1998,0.69
EGY,Egypt,1999,0.77625
EGY,Egypt,2000,-0.037666667
EGY,Egypt,2001,0.60475
EGY,Egypt,2002,0.808083333
EGY,Egypt,2003,0.599166667
EGY,Egypt,2004,0.589166667
EGY,Egypt,2005,0.573583333
EGY,Egypt,2006,0.45175
EGY,Egypt,2007,0.585083333
EGY,Egypt,2008,0.9445
EGY,Egypt,2009,0.832416667
EGY,Egypt,2010,2.288916667
EGY,Egypt,2011,0.399333333
EGY,Egypt,2012,0.92925
EGY,Egypt,2013,0.9285
EGY,Egypt,2014,1.292833333
EGY,Egypt,2015,0.974583333
EGY,Egypt,2016,1.196416667
EGY,Egypt,2017,0.779666667
EGY,Egypt,2018,1.823333333
EGY,Egypt,2019,0.994333333
ERI,Eritrea,1997,0.40675
ERI,Eritrea,1998,0.6385
ERI,Eritrea,1999,0.8775
ERI,Eritrea,2000,0.619
ERI,Eritrea,2001,0.767083333
ERI,Eritrea,2003,0.97975
ERI,Eritrea,2004,1.111916667
ERI,Eritrea,2005,1.087083333
ERI,Eritrea,2006,0.801416667
ERI,Eritrea,2007,0.622083333
ERI,Eritrea,2008,1.2115
ERI,Eritrea,2009,1.788416667
ERI,Eritrea,2010,1.799916667
ERI,Eritrea,2011,1.67975
ERI,Eritrea,2012,1.481166667
ERI,Eritrea,2013,1.264916667
ERI,Eritrea,2015,1.800166667
ERI,Eritrea,2017,1.57025
ERI,Eritrea,2018,1.04475
ERI,Eritrea,2019,0.930333333
EST,Estonia,1992,1.655
EST,Estonia,1993,0.39425
EST,Estonia,1994,0.45825
EST,Estonia,1995,1.329333333
EST,Estonia,1996,-0.201833333
EST,Estonia,1997,1.044083333
EST,Estonia,1998,0.617
EST,Estonia,1999,1.6675
EST,Estonia,2000,2.242583333
EST,Estonia,2001,1.201916667
EST,Estonia,2002,1.42125
EST,Estonia,2003,0.929416667
EST,Estonia,2004,1.224
EST,Estonia,2005,1.34475
EST,Estonia,2006,1.790583333
EST,Estonia,2007,2.079
EST,Estonia,2008,2.496833333
EST,Estonia,2009,1.283
EST,Estonia,2010,0.257833333
EST,Estonia,2011,2.090583333
EST,Estonia,2012,0.813583333
EST,Estonia,2013,1.822916667
EST,Estonia,2014,2.228333333
EST,Estonia,2015,2.685333333
EST,Estonia,2016,1.713416667
EST,Estonia,2017,1.596
EST,Estonia,2018,2.2285
EST,Estonia,2019,2.5295
ETH,Ethiopia,1993,0.236916667
ETH,Ethiopia,1994,0.59175
ETH,Ethiopia,1995,0.906916667
ETH,Ethiopia,1996,0.735583333
ETH,Ethiopia,1997,0.752166667
ETH,Ethiopia,1998,0.72825
ETH,Ethiopia,1999,0.408083333
ETH,Ethiopia,2000,0.649083333
ETH,Ethiopia,2001,0.788333333
ETH,Ethiopia,2002,1.161666667
ETH,Ethiopia,2003,1.034083333
ETH,Ethiopia,2004,0.94125
ETH,Ethiopia,2005,1.069
ETH,Ethiopia,2006,1.019166667
ETH,Ethiopia,2007,0.851166667
ETH,Ethiopia,2008,0.79275
ETH,Ethiopia,2009,1.438666667
ETH,Ethiopia,2010,1.26475
ETH,Ethiopia,2011,1.144833333
ETH,Ethiopia,2012,1.140416667
ETH,Ethiopia,2013,1.1405
ETH,Ethiopia,2014,1.140083333
ETH,Ethiopia,2015,1.529083333
ETH,Ethiopia,2016,1.54075
ETH,Ethiopia,2017,1.456
ETH,Ethiopia,2018,0.9575
ETH,Ethiopia,2019,1.3355
FIN,Finland,1961,1.5685
FIN,Finland,1962,-0.42525
FIN,Finland,1963,-0.172083333
FIN,Finland,1964,0.459
FIN,Finland,1965,-0.516333333
FIN,Finland,1966,-1.642166667
FIN,Finland,1967,0.57875
FIN,Finland,1968,-0.863666667
FIN,Finland,1969,-0.911
FIN,Finland,1970,-0.325166667
FIN,Finland,1971,-0.472333333
FIN,Finland,1972,1.395666667
FIN,Finland,1973,0.253333333
FIN,Finland,1974,1.87275
FIN,Finland,1975,1.607583333
FIN,Finland,1976,-0.9825
FIN,Finland,1977,-0.1915
FIN,Finland,1978,-1.240166667
FIN,Finland,1979,0.0105
FIN,Finland,1980,-0.557333333
FIN,Finland,1981,-0.456083333
FIN,Finland,1982,0.439916667
FIN,Finland,1983,0.651166667
FIN,Finland,1984,1.042333333
FIN,Finland,1985,-1.802583333
FIN,Finland,1986,-0.158166667
FIN,Finland,1987,-1.400916667
FIN,Finland,1988,0.548083333
FIN,Finland,1989,2.319666667
FIN,Finland,1990,1.6785
FIN,Finland,1991,1.084833333
FIN,Finland,1992,1.359333333
FIN,Finland,1993,0.530083333
FIN,Finland,1994,0.47125
FIN,Finland,1995,1.067333333
FIN,Finland,1996,0.374833333
FIN,Finland,1997,0.961166667
FIN,Finland,1998,0.07175
FIN,Finland,1999,1.111
FIN,Finland,2000,2.320583333
FIN,Finland,2001,0.90475
FIN,Finland,2002,1.034333333
FIN,Finland,2003,1.252583333
FIN,Finland,2004,1.348833333
FIN,Finland,2005,1.981916667
FIN,Finland,2006,1.717916667
FIN,Finland,2007,1.913083333
FIN,Finland,2008,2.0265
FIN,Finland,2009,1.21875
FIN,Finland,2010,-0.092833333
FIN,Finland,2011,2.302916667
FIN,Finland,2012,0.708416667
FIN,Finland,2013,2.1185
FIN,Finland,2014,2.461583333
FIN,Finland,2015,2.807916667
FIN,Finland,2016,2.024833333
FIN,Finland,2017,1.506333333
FIN,Finland,2018,2.064333333
FIN,Finland,2019,1.72225
FRA,France,1961,0.956666667
FRA,France,1962,-0.56025
FRA,France,1963,-0.939333333
FRA,France,1964,0.160833333
FRA,France,1965,-0.41875
FRA,France,1966,0.372
FRA,France,1967,0.28525
FRA,France,1968,-0.03725
FRA,France,1969,-0.138333333
FRA,France,1970,-0.003166667
FRA,France,1971,0.026333333
FRA,France,1972,-0.352583333
FRA,France,1973,-0.02925
FRA,France,1974,0.152416667
FRA,France,1975,0.161166667
FRA,France,1976,0.37875
FRA,France,1977,0.192833333
FRA,France,1978,-0.241416667
FRA,France,1979,-0.15325
FRA,France,1980,-0.46375
FRA,France,1981,0.187583333
FRA,France,1982,0.867166667
FRA,France,1983,0.666583333
FRA,France,1984,-0.086333333
FRA,France,1985,-0.271916667
FRA,France,1986,-0.055666667
FRA,France,1987,0.0135
FRA,France,1988,0.774416667
FRA,France,1989,1.277416667
FRA,France,1990,1.3105
FRA,France,1991,0.28175
FRA,France,1992,0.74975
FRA,France,1993,0.38875
FRA,France,1994,1.54725
FRA,France,1995,1.0945
FRA,France,1996,0.107666667
FRA,France,1997,1.381666667
FRA,France,1998,0.847083333
FRA,France,1999,1.210916667
FRA,France,2000,1.361
FRA,France,2001,1.017833333
FRA,France,2002,1.390333333
FRA,France,2003,1.6805
FRA,France,2004,0.91525
FRA,France,2005,0.89525
FRA,France,2006,1.5275
FRA,France,2007,1.308666667
FRA,France,2008,0.928833333
FRA,France,2009,1.25375
FRA,France,2010,0.183083333
FRA,France,2011,1.909583333
FRA,France,2012,1.112916667
FRA,France,2013,0.696
FRA,France,2014,2.008583333
FRA,France,2015,1.844
FRA,France,2016,1.482583333
FRA,France,2017,1.718166667
FRA,France,2018,2.186166667
FRA,France,2019,2.02375
GAB,Gabon,1961,-0.180333333
GAB,Gabon,1962,-0.0225
GAB,Gabon,1963,0.233166667
GAB,Gabon,1964,-0.1605
GAB,Gabon,1965,-0.133666667
GAB,Gabon,1966,0.17925
GAB,Gabon,1967,-0.102166667
GAB,Gabon,1968,-0.12725
GAB,Gabon,1969,0.147833333
GAB,Gabon,1970,0.130666667
GAB,Gabon,1971,-0.108166667
GAB,Gabon,1972,0.01575
GAB,Gabon,1973,0.3995
GAB,Gabon,1974,-0.102083333
GAB,Gabon,1975,-0.127666667
GAB,Gabon,1976,-0.354
GAB,Gabon,1977,0.239083333
GAB,Gabon,1978,0.074166667
GAB,Gabon,1979,0.350333333
GAB,Gabon,1980,0.265333333
GAB,Gabon,1981,-0.263833333
GAB,Gabon,1982,-0.37325
GAB,Gabon,1983,0.065
GAB,Gabon,1984,0.156083333
GAB,Gabon,1985,-0.262666667
GAB,Gabon,1986,-0.1555
GAB,Gabon,1987,0.299916667
GAB,Gabon,1988,0.14725
GAB,Gabon,1989,-0.0185
GAB,Gabon,1992,-0.2625
GAB,Gabon,1993,0.181666667
GAB,Gabon,1994,0.199333333
GAB,Gabon,1995,0.547833333
GAB,Gabon,1996,0.125083333
GAB,Gabon,1998,0.99825
GAB,Gabon,1999,0.467083333
GAB,Gabon,2000,0.227083333
GAB,Gabon,2001,0.223583333
GAB,Gabon,2002,0.645583333
GAB,Gabon,2003,0.828833333
GAB,Gabon,2004,0.758166667
GAB,Gabon,2005,0.603833333
GAB,Gabon,2006,0.677666667
GAB,Gabon,2007,0.8455
GAB,Gabon,2008,0.82525
GAB,Gabon,2009,0.708666667
GAB,Gabon,2010,0.924833333
GAB,Gabon,2011,0.492916667
GAB,Gabon,2012,0.512666667
GAB,Gabon,2013,0.713
GAB,Gabon,2014,0.767833333
GAB,Gabon,2015,0.943666667
GAB,Gabon,2016,1.3605
GAB,Gabon,2017,1.237416667
GAB,Gabon,2018,0.970416667
GAB,Gabon,2019,1.630416667
GEO,Georgia,1992,-1.199666667
GEO,Georgia,1993,-0.994416667
GEO,Georgia,1994,0.232416667
GEO,Georgia,1995,1.006416667
GEO,Georgia,1996,0.630333333
GEO,Georgia,1997,0.137583333
GEO,Georgia,1998,1.458583333
GEO,Georgia,1999,1.3445
GEO,Georgia,2000,0.858833333
GEO,Georgia,2001,1.2605
GEO,Georgia,2002,0.642166667
GEO,Georgia,2003,0.26075
GEO,Georgia,2004,0.785
GEO,Georgia,2005,0.920083333
GEO,Georgia,2006,1.062416667
GEO,Georgia,2007,0.924333333
GEO,Georgia,2008,0.7315
GEO,Georgia,2009,1.002
GEO,Georgia,2010,2.6395
GEO,Georgia,2011,0.068083333
GEO,Georgia,2012,1.274583333
GEO,Georgia,2013,1.1765
GEO,Georgia,2014,1.654
GEO,Georgia,2015,1.612083333
GEO,Georgia,2016,1.109416667
GEO,Georgia,2017,1.331666667
GEO,Georgia,2018,2.512583333
GEO,Georgia,2019,1.85725
GER,Germany,1961,0.847166667
GER,Germany,1962,-0.96725
GER,Germany,1963,-1.07775
GER,Germany,1964,-0.05275
GER,Germany,1965,-0.635833333
GER,Germany,1966,0.35925
GER,Germany,1967,0.733333333
GER,Germany,1968,0.0335
GER,Germany,1969,-0.334333333
GER,Germany,1970,-0.41975
GER,Germany,1971,0.281333333
GER,Germany,1972,-0.21525
GER,Germany,1973,0.114166667
GER,Germany,1974,0.69025
GER,Germany,1975,0.812333333
GER,Germany,1976,0.291833333
GER,Germany,1977,0.539333333
GER,Germany,1978,-0.317
GER,Germany,1979,-0.359
GER,Germany,1980,-0.462666667
GER,Germany,1981,0.074166667
GER,Germany,1982,0.81125
GER,Germany,1983,0.93575
GER,Germany,1984,-0.054916667
GER,Germany,1985,-0.608166667
GER,Germany,1986,-0.1455
GER,Germany,1987,-0.5435
GER,Germany,1988,0.989416667
GER,Germany,1989,1.418916667
GER,Germany,1990,1.424583333
GER,Germany,1991,0.290166667
GER,Germany,1992,1.292
GER,Germany,1993,0.444416667
GER,Germany,1994,1.661166667
GER,Germany,1995,0.876333333
GER,Germany,1996,-0.7255
GER,Germany,1997,0.913
GER,Germany,1998,1.04825
GER,Germany,1999,1.455833333
GER,Germany,2000,1.858166667
GER,Germany,2001,0.995166667
GER,Germany,2002,1.558416667
GER,Germany,2003,1.368583333
GER,Germany,2004,0.93375
GER,Germany,2005,0.985
GER,Germany,2006,1.563166667
GER,Germany,2007,1.852833333
GER,Germany,2008,1.497083333
GER,Germany,2009,1.2115
GER,Germany,2010,-0.134833333
GER,Germany,2011,1.741916667
GER,Germany,2012,1.14
GER,Germany,2013,0.7655
GER,Germany,2014,2.431083333
GER,Germany,2015,1.995416667
GER,Germany,2016,1.648583333
GER,Germany,2017,1.661166667
GER,Germany,2018,2.490166667
GER,Germany,2019,2.34075
GHA,Ghana,1961,-0.110833333
GHA,Ghana,1962,-0.102333333
GHA,Ghana,1963,0.175166667
GHA,Ghana,1964,-0.187833333
GHA,Ghana,1965,-0.17
GHA,Ghana,1966,0.112833333
GHA,Ghana,1967,-0.21
GHA,Ghana,1968,-0.080916667
GHA,Ghana,1969,0.291666667
GHA,Ghana,1970,0.226
GHA,Ghana,1971,-0.169333333
GHA,Ghana,1972,0.098916667
GHA,Ghana,1973,0.551416667
GHA,Ghana,1974,-0.070416667
GHA,Ghana,1975,-0.135916667
GHA,Ghana,1976,-0.324833333
GHA,Ghana,1977,0.301083333
GHA,Ghana,1978,0.167416667
GHA,Ghana,1979,0.509333333
GHA,Ghana,1980,0.412833333
GHA,Ghana,1981,0.347
GHA,Ghana,1982,0.138416667
GHA,Ghana,1983,0.729583333
GHA,Ghana,1984,0.622333333
GHA,Ghana,1985,0.345833333
GHA,Ghana,1986,0.308
GHA,Ghana,1987,1.053333333
GHA,Ghana,1988,0.594916667
GHA,Ghana,1989,0.338166667
GHA,Ghana,1990,0.579
GHA,Ghana,1991,0.356666667
GHA,Ghana,1992,0.182
GHA,Ghana,1993,0.499916667
GHA,Ghana,1994,0.481083333
GHA,Ghana,1995,0.767583333
GHA,Ghana,1996,0.661333333
GHA,Ghana,1997,0.493916667
GHA,Ghana,1998,1.171083333
GHA,Ghana,1999,0.5265
GHA,Ghana,2000,0.454083333
GHA,Ghana,2001,0.639166667
GHA,Ghana,2002,0.771583333
GHA,Ghana,2003,0.983166667
GHA,Ghana,2004,0.808083333
GHA,Ghana,2005,0.942833333
GHA,Ghana,2006,0.926833333
GHA,Ghana,2007,0.95825
GHA,Ghana,2008,0.720166667
GHA,Ghana,2009,0.851833333
GHA,Ghana,2010,1.211666667
GHA,Ghana,2011,0.818833333
GHA,Ghana,2012,0.596166667
GHA,Ghana,2013,0.819166667
GHA,Ghana,2014,0.90725
GHA,Ghana,2015,1.097
GHA,Ghana,2016,1.385333333
GHA,Ghana,2017,1.284583333
GHA,Ghana,2018,1.111416667
GHA,Ghana,2019,1.278333333
GRE,Greece,1961,0.259583333
GRE,Greece,1962,0.53
GRE,Greece,1963,0.431833333
GRE,Greece,1964,-0.333
GRE,Greece,1965,-0.301333333
GRE,Greece,1966,0.715916667
GRE,Greece,1967,-0.17125
GRE,Greece,1968,0.128583333
GRE,Greece,1969,0.023333333
GRE,Greece,1970,0.188833333
GRE,Greece,1971,-0.241583333
GRE,Greece,1972,-0.220916667
GRE,Greece,1973,-0.20475
GRE,Greece,1974,-0.30775
GRE,Greece,1975,-0.241
GRE,Greece,1976,-0.814
GRE,Greece,1977,0.233
GRE,Greece,1978,-0.317333333
GRE,Greece,1979,0.163083333
GRE,Greece,1980,-0.3895
GRE,Greece,1981,-0.029083333
GRE,Greece,1982,-0.309166667
GRE,Greece,1983,-0.477583333
GRE,Greece,1984,-0.1405
GRE,Greece,1985,0.124083333
GRE,Greece,1986,0.124666667
GRE,Greece,1987,-0.198
GRE,Greece,1988,0.093333333
GRE,Greece,1989,-0.094666667
GRE,Greece,1990,0.470583333
GRE,Greece,1991,-0.490416667
GRE,Greece,1992,-0.331416667
GRE,Greece,1993,-0.0115
GRE,Greece,1994,0.945
GRE,Greece,1995,0.166333333
GRE,Greece,1996,-0.072416667
GRE,Greece,1997,-0.214416667
GRE,Greece,1998,0.565666667
GRE,Greece,1999,1.12075
GRE,Greece,2000,0.683666667
GRE,Greece,2001,1.052583333
GRE,Greece,2002,0.7485
GRE,Greece,2003,0.498
GRE,Greece,2004,0.502666667
GRE,Greece,2005,0.279166667
GRE,Greece,2006,0.273
GRE,Greece,2007,1.067
GRE,Greece,2008,1.104666667
GRE,Greece,2009,0.938833333
GRE,Greece,2010,1.577666667
GRE,Greece,2011,0.331166667
GRE,Greece,2012,1.259166667
GRE,Greece,2013,1.347
GRE,Greece,2014,1.29175
GRE,Greece,2015,0.86575
GRE,Greece,2016,1.449583333
GRE,Greece,2017,1.034416667
GRE,Greece,2018,1.856833333
GRE,Greece,2019,1.65225
GRN,Grenada,1961,0.185833333
GRN,Grenada,1962,0.036666667
GRN,Grenada,1963,0.210166667
GRN,Grenada,1964,-0.285333333
GRN,Grenada,1965,-0.196916667
GRN,Grenada,1966,-0.130833333
GRN,Grenada,1967,-0.435333333
GRN,Grenada,1968,-0.310833333
GRN,Grenada,1969,0.368416667
GRN,Grenada,1970,0.013083333
GRN,Grenada,1971,-0.46725
GRN,Grenada,1972,-0.187
GRN,Grenada,1973,-0.08925
GRN,Grenada,1974,-0.52525
GRN,Grenada,1975,-0.51425
GRN,Grenada,1976,-0.187833333
GRN,Grenada,1977,0.02075
GRN,Grenada,1978,0.17375
GRN,Grenada,1979,0.330083333
GRN,Grenada,1980,0.218583333
GRN,Grenada,1981,0.343833333
GRN,Grenada,1982,-0.04275
GRN,Grenada,1983,0.339583333
GRN,Grenada,1984,-0.088916667
GRN,Grenada,1985,-0.472416667
GRN,Grenada,1986,-0.152666667
GRN,Grenada,1987,0.53325
GRN,Grenada,1988,0.3465
GRN,Grenada,1989,-0.173833333
GRN,Grenada,1990,0.226833333
GRN,Grenada,1991,0.27
GRN,Grenada,1992,0.2775
GRN,Grenada,1993,0.363333333
GRN,Grenada,1994,0.34875
GRN,Grenada,1995,0.630666667
GRN,Grenada,1996,0.295416667
GRN,Grenada,1997,0.49675
GRN,Grenada,1998,1.04925
GRN,Grenada,1999,0.393416667
GRN,Grenada,2000,0.293083333
GRN,Grenada,2001,0.644083333
GRN,Grenada,2002,0.608666667
GRN,Grenada,2003,0.958166667
GRN,Grenada,2004,0.54375
GRN,Grenada,2005,1.119833333
GRN,Grenada,2006,0.946
GRN,Grenada,2007,0.785333333
GRN,Grenada,2008,0.69725
GRN,Grenada,2009,0.734083333
GRN,Grenada,2010,1.4275
GRN,Grenada,2011,0.949833333
GRN,Grenada,2012,0.918916667
GRN,Grenada,2013,0.9955
GRN,Grenada,2014,0.958583333
GRN,Grenada,2015,1.11825
GRN,Grenada,2016,1.104583333
GRN,Grenada,2017,1.062583333
GRN,Grenada,2018,0.70825
GRN,Grenada,2019,1.048333333
GUA,Guatemala,1961,0.016583333
GUA,Guatemala,1962,-0.201083333
GUA,Guatemala,1963,-0.166583333
GUA,Guatemala,1964,-0.0245
GUA,Guatemala,1965,-0.07525
GUA,Guatemala,1966,-0.233666667
GUA,Guatemala,1967,-0.24725
GUA,Guatemala,1968,-0.40525
GUA,Guatemala,1969,0.366166667
GUA,Guatemala,1970,-0.13275
GUA,Guatemala,1971,-0.04775
GUA,Guatemala,1972,0.466333333
GUA,Guatemala,1973,0.405833333
GUA,Guatemala,1974,-0.149666667
GUA,Guatemala,1975,0.150416667
GUA,Guatemala,1976,-0.208916667
GUA,Guatemala,1977,0.383
GUA,Guatemala,1978,0.239833333
GUA,Guatemala,1979,0.379666667
GUA,Guatemala,1980,0.4655
GUA,Guatemala,1981,0.248083333
GUA,Guatemala,1982,0.549166667
GUA,Guatemala,1983,0.801666667
GUA,Guatemala,1984,0.157083333
GUA,Guatemala,1985,0.319
GUA,Guatemala,1986,0.238
GUA,Guatemala,1987,0.308666667
GUA,Guatemala,1988,0.39275
GUA,Guatemala,1989,0.2105
GUA,Guatemala,1990,0.4585
GUA,Guatemala,1991,0.718416667
GUA,Guatemala,1992,0.548583333
GUA,Guatemala,1993,0.418333333
GUA,Guatemala,1994,0.805083333
GUA,Guatemala,1995,0.757916667
GUA,Guatemala,1996,0.238833333
GUA,Guatemala,1997,0.872083333
GUA,Guatemala,1998,1.077666667
GUA,Guatemala,1999,0.715166667
GUA,Guatemala,2000,0.49375
GUA,Guatemala,2001,0.571416667
GUA,Guatemala,2002,0.789833333
GUA,Guatemala,2003,0.8495
GUA,Guatemala,2004,0.747833333
GUA,Guatemala,2005,0.866333333
GUA,Guatemala,2006,0.604833333
GUA,Guatemala,2007,0.689
GUA,Guatemala,2008,0.449833333
GUA,Guatemala,2009,1.081
GUA,Guatemala,2010,0.54425
GUA,Guatemala,2011,0.820166667
GUA,Guatemala,2012,0.561166667
GUA,Guatemala,2013,0.654833333
GUA,Guatemala,2014,0.597083333
GUA,Guatemala,2015,1.325833333
GUA,Guatemala,2016,1.301166667
GUA,Guatemala,2017,0.923833333
GUA,Guatemala,2018,0.9435
GUA,Guatemala,2019,1.5625
