Country,Area,Months,Year,temperature
BUL,Bulgaria,September,1984,1.439
BUL,Bulgaria,October,1984,2.836
BUL,Bulgaria,November,1984,-0.321
BUL,Bulgaria,December,1984,-1.124
BDI,Burundi,January,1984,NA
BDI,Burundi,February,1984,NA
BDI,Burundi,March,1984,NA
BDI,Burundi,April,1984,NA
BDI,Burundi,May,1984,NA
BDI,Burundi,June,1984,NA
BDI,Burundi,July,1984,-0.059
BDI,Burundi,August,1984,-1.001
BDI,Burundi,September,1984,-0.844
BDI,Burundi,October,1984,-0.707
BDI,Burundi,November,1984,-0.674
BDI,Burundi,December,1984,-0.216
CAM,Cambodia,January,1984,-0.216
CAM,Cambodia,February,1984,0.412
CAM,Cambodia,March,1984,0.269
CAM,Cambodia,April,1984,0.467
CAM,Cambodia,May,1984,-0.12
CAM,Cambodia,June,1984,-0.255
CAM,Cambodia,July,1984,0.386
CAM,Cambodia,August,1984,0.404
CAM,Cambodia,September,1984,0.025
CAM,Cambodia,October,1984,-0.19
CAM,Cambodia,November,1984,0.444
CAM,Cambodia,December,1984,0.503
CMR,Cameroon,January,1984,-0.352
CMR,Cameroon,February,1984,0.332
CMR,Cameroon,March,1984,0.238
CMR,Cameroon,April,1984,-0.053
CMR,Cameroon,May,1984,0.336
CMR,Cameroon,June,1984,0.583
CMR,Cameroon,July,1984,0.092
CMR,Cameroon,August,1984,0.963
CMR,Cameroon,September,1984,-0.327
CMR,Cameroon,October,1984,0.372
CMR,Cameroon,November,1984,0.35
CMR,Cameroon,December,1984,-0.19
CAN,Canada,January,1984,-0.044
CAN,Canada,February,1984,3.587
CAN,Canada,March,1984,0.627
CAN,Canada,April,1984,2.412
CAN,Canada,May,1984,0.291
CAN,Canada,June,1984,0.723
CAN,Canada,July,1984,0.741
CAN,Canada,August,1984,0.927
CAN,Canada,September,1984,-1.105
CAN,Canada,October,1984,-0.197
CAN,Canada,November,1984,-1.061
CAN,Canada,December,1984,-2.76
CHI,Chile,January,1984,0.314
CHI,Chile,February,1984,-0.459
CHI,Chile,March,1984,0.188
CHI,Chile,April,1984,-0.251
CHI,Chile,May,1984,-1.325
CHI,Chile,June,1984,-1.43
CHI,Chile,July,1984,-0.549
CHI,Chile,August,1984,-0.387
CHI,Chile,September,1984,0.855
CHI,Chile,October,1984,0.58
CHI,Chile,November,1984,-0.095
CHI,Chile,December,1984,0.081
CHN,China,January,1984,-0.884
CHN,China,February,1984,-1.19
CHN,China,March,1984,-0.229
CHN,China,April,1984,0.018
CHN,China,May,1984,0.324
CHN,China,June,1984,0.236
CHN,China,July,1984,-0.381
CHN,China,August,1984,-0.033
CHN,China,September,1984,-0.52
CHN,China,October,1984,-0.185
CHN,China,November,1984,0.741
CHN,China,December,1984,-1.287
COL,Colombia,January,1984,-0.458
COL,Colombia,February,1984,-0.364
COL,Colombia,March,1984,0.14
COL,Colombia,April,1984,0.17
COL,Colombia,May,1984,0.118
COL,Colombia,June,1984,-0.069
COL,Colombia,July,1984,-0.369
COL,Colombia,August,1984,-0.275
COL,Colombia,September,1984,-0.559
COL,Colombia,October,1984,-0.165
COL,Colombia,November,1984,-0.205
COL,Colombia,December,1984,-0.119
COK,Cook Islands,January,1984,0.332
COK,Cook Islands,February,1984,0.822
COK,Cook Islands,March,1984,0.281
COK,Cook Islands,April,1984,0.547
COK,Cook Islands,May,1984,0.335
COK,Cook Islands,June,1984,-0.088
COK,Cook Islands,July,1984,-0.327
COK,Cook Islands,August,1984,-0.295
COK,Cook Islands,September,1984,-0.074
COK,Cook Islands,October,1984,-0.065
COK,Cook Islands,November,1984,0.101
COK,Cook Islands,December,1984,0.399
CRC,Costa Rica,January,1984,-0.116
CRC,Costa Rica,February,1984,0.166
CRC,Costa Rica,March,1984,0.187
CRC,Costa Rica,April,1984,-0.24
CRC,Costa Rica,May,1984,0.002
CRC,Costa Rica,June,1984,0.423
CRC,Costa Rica,July,1984,-0.658
CRC,Costa Rica,August,1984,-0.01
CRC,Costa Rica,September,1984,-0.361
CRC,Costa Rica,October,1984,0.148
CRC,Costa Rica,November,1984,-0.274
CRC,Costa Rica,December,1984,-0.179
CRO,Croatia,January,1984,NA
CRO,Croatia,February,1984,NA
CRO,Croatia,March,1984,NA
CRO,Croatia,April,1984,NA
CRO,Croatia,May,1984,NA
CRO,Croatia,June,1984,NA
CRO,Croatia,July,1984,NA
CRO,Croatia,August,1984,NA
CRO,Croatia,September,1984,NA
CRO,Croatia,October,1984,NA
CRO,Croatia,November,1984,NA
CRO,Croatia,December,1984,NA
CUB,Cuba,January,1984,0.856
CUB,Cuba,February,1984,0.948
CUB,Cuba,March,1984,0.105
CUB,Cuba,April,1984,0.4
CUB,Cuba,May,1984,0.253
CUB,Cuba,June,1984,-0.263
CUB,Cuba,July,1984,-0.271
CUB,Cuba,August,1984,-0.108
CUB,Cuba,September,1984,-0.339
CUB,Cuba,October,1984,-0.106
CUB,Cuba,November,1984,-0.322
CUB,Cuba,December,1984,0.3
CYP,Cyprus,January,1984,0.857
CYP,Cyprus,February,1984,0.845
CYP,Cyprus,March,1984,0.224
CYP,Cyprus,April,1984,-0.962
CYP,Cyprus,May,1984,0.747
CYP,Cyprus,June,1984,-0.259
CYP,Cyprus,July,1984,-0.398
CYP,Cyprus,August,1984,-1.265
CYP,Cyprus,September,1984,0.047
CYP,Cyprus,October,1984,0.399
CYP,Cyprus,November,1984,-1.144
CYP,Cyprus,December,1984,-1.695
CZE,Czech Republic,January,1984,2.052
CZE,Czech Republic,February,1984,-0.237
CZE,Czech Republic,March,1984,-0.815
CZE,Czech Republic,April,1984,-0.444
CZE,Czech Republic,May,1984,-0.175
CZE,Czech Republic,June,1984,-1.602
CZE,Czech Republic,July,1984,-1.558
CZE,Czech Republic,August,1984,0.017
CZE,Czech Republic,September,1984,-0.256
CZE,Czech Republic,October,1984,1.473
CZE,Czech Republic,November,1984,0.709
CZE,Czech Republic,December,1984,-0.343
PRK,North Korea,January,1984,-0.973
PRK,North Korea,February,1984,-1.293
PRK,North Korea,March,1984,-1.988
PRK,North Korea,April,1984,-0.388
PRK,North Korea,May,1984,0.165
PRK,North Korea,June,1984,0.953
PRK,North Korea,July,1984,0.313
PRK,North Korea,August,1984,1.01
PRK,North Korea,September,1984,-0.133
PRK,North Korea,October,1984,-0.774
PRK,North Korea,November,1984,1.105
PRK,North Korea,December,1984,-0.052
DEN,Denmark,January,1984,1.376
DEN,Denmark,February,1984,0.861
DEN,Denmark,March,1984,-0.608
DEN,Denmark,April,1984,0.723
DEN,Denmark,May,1984,0.85
DEN,Denmark,June,1984,-0.89
DEN,Denmark,July,1984,-0.559
DEN,Denmark,August,1984,1.087
DEN,Denmark,September,1984,-1.039
DEN,Denmark,October,1984,1.789
DEN,Denmark,November,1984,1.088
DEN,Denmark,December,1984,0.846
DJI,Djibouti,January,1984,-0.726
DJI,Djibouti,February,1984,-1.284
DJI,Djibouti,March,1984,0.517
DJI,Djibouti,April,1984,0.813
DJI,Djibouti,May,1984,-0.105
DJI,Djibouti,June,1984,0.293
DJI,Djibouti,July,1984,0.347
DJI,Djibouti,August,1984,1.185
DJI,Djibouti,September,1984,-0.343
DJI,Djibouti,October,1984,-0.708
DJI,Djibouti,November,1984,-0.118
DJI,Djibouti,December,1984,0.04
DOM,Dominican Republic,January,1984,0.754
DOM,Dominican Republic,February,1984,0.418
DOM,Dominican Republic,March,1984,0.313
DOM,Dominican Republic,April,1984,0.917
DOM,Dominican Republic,May,1984,0.461
DOM,Dominican Republic,June,1984,0.2
DOM,Dominican Republic,July,1984,0.177
DOM,Dominican Republic,August,1984,-0.13
DOM,Dominican Republic,September,1984,-0.098
DOM,Dominican Republic,October,1984,-0.375
DOM,Dominican Republic,November,1984,-0.232
DOM,Dominican Republic,December,1984,-0.374
ECU,Ecuador,January,1984,-0.4
ECU,Ecuador,February,1984,-0.58
ECU,Ecuador,March,1984,0.054
ECU,Ecuador,April,1984,-0.199
ECU,Ecuador,May,1984,-0.301
ECU,Ecuador,June,1984,0.243
ECU,Ecuador,July,1984,-0.366
ECU,Ecuador,August,1984,0.08
ECU,Ecuador,September,1984,-0.171
ECU,Ecuador,October,1984,0.07
ECU,Ecuador,November,1984,-0.336
ECU,Ecuador,December,1984,0.224
EGY,Egypt,January,1984,-0.674
EGY,Egypt,February,1984,-0.109
EGY,Egypt,March,1984,0.361
EGY,Egypt,April,1984,-0.721
EGY,Egypt,May,1984,1.464
EGY,Egypt,June,1984,-1.41
EGY,Egypt,July,1984,-1.082
EGY,Egypt,August,1984,-1.239
EGY,Egypt,September,1984,0.138
EGY,Egypt,October,1984,0.063
EGY,Egypt,November,1984,-0.8
EGY,Egypt,December,1984,-0.152
ERI,Eritrea,January,1984,NA
ERI,Eritrea,February,1984,NA
ERI,Eritrea,March,1984,NA
ERI,Eritrea,April,1984,NA
ERI,Eritrea,May,1984,NA
ERI,Eritrea,June,1984,NA
ERI,Eritrea,July,1984,NA
ERI,Eritrea,August,1984,NA
ERI,Eritrea,September,1984,NA
ERI,Eritrea,October,1984,NA
ERI,Eritrea,November,1984,NA
ERI,Eritrea,December,1984,NA
EST,Estonia,January,1984,NA
EST,Estonia,February,1984,NA
EST,Estonia,March,1984,NA
EST,Estonia,April,1984,NA
EST,Estonia,May,1984,NA
EST,Estonia,June,1984,NA
EST,Estonia,July,1984,NA
EST,Estonia,August,1984,NA
EST,Estonia,September,1984,NA
EST,Estonia,October,1984,NA
EST,Estonia,November,1984,NA
EST,Estonia,December,1984,NA
ETH,Ethiopia,January,1984,NA
ETH,Ethiopia,February,1984,NA
ETH,Ethiopia,March,1984,NA
ETH,Ethiopia,April,1984,NA
ETH,Ethiopia,May,1984,NA
ETH,Ethiopia,June,1984,NA
ETH,Ethiopia,July,1984,NA
ETH,Ethiopia,August,1984,NA
ETH,Ethiopia,September,1984,NA
ETH,Ethiopia,October,1984,NA
ETH,Ethiopia,November,1984,NA
ETH,Ethiopia,December,1984,NA
FIN,Finland,January,1984,0.616
FIN,Finland,February,1984,4.144
FIN,Finland,March,1984,-0.945
FIN,Finland,April,1984,2.192
FIN,Finland,May,1984,4.03
FIN,Finland,June,1984,-0.015
FIN,Finland,July,1984,-0.563
FIN,Finland,August,1984,-0.691
FIN,Finland,September,1984,-0.43
FIN,Finland,October,1984,1.334
FIN,Finland,November,1984,0.218
FIN,Finland,December,1984,2.618
FRA,France,January,1984,0.935
FRA,France,February,1984,-0.933
FRA,France,March,1984,-1.436
FRA,France,April,1984,0.237
FRA,France,May,1984,-2.462
FRA,France,June,1984,-0.276
FRA,France,July,1984,0.585
FRA,France,August,1984,0.247
FRA,France,September,1984,-1.077
FRA,France,October,1984,0.362
FRA,France,November,1984,2.409
FRA,France,December,1984,0.373
GAB,Gabon,January,1984,-0.208
GAB,Gabon,February,1984,-0.07
GAB,Gabon,March,1984,-0.478
GAB,Gabon,April,1984,-0.284
GAB,Gabon,May,1984,-0.091
GAB,Gabon,June,1984,1.05
GAB,Gabon,July,1984,1.159
GAB,Gabon,August,1984,1.068
GAB,Gabon,September,1984,0.233
GAB,Gabon,October,1984,-0.138
GAB,Gabon,November,1984,-0.298
GAB,Gabon,December,1984,-0.07
GEO,Georgia,January,1984,NA
GEO,Georgia,February,1984,NA
GEO,Georgia,March,1984,NA
GEO,Georgia,April,1984,NA
GEO,Georgia,May,1984,NA
GEO,Georgia,June,1984,NA
GEO,Georgia,July,1984,NA
GEO,Georgia,August,1984,NA
GEO,Georgia,September,1984,NA
GEO,Georgia,October,1984,NA
GEO,Georgia,November,1984,NA
GEO,Georgia,December,1984,NA
GER,Germany,January,1984,1.667
GER,Germany,February,1984,-0.434
GER,Germany,March,1984,-1.152
GER,Germany,April,1984,-0.56
GER,Germany,May,1984,-0.944
GER,Germany,June,1984,-1.431
GER,Germany,July,1984,-0.831
GER,Germany,August,1984,0.748
GER,Germany,September,1984,-0.903
GER,Germany,October,1984,1.449
GER,Germany,November,1984,1.244
GER,Germany,December,1984,0.488
GHA,Ghana,January,1984,0.647
GHA,Ghana,February,1984,1.029
GHA,Ghana,March,1984,0.956
GHA,Ghana,April,1984,0.614
GHA,Ghana,May,1984,0.422
GHA,Ghana,June,1984,0.599
GHA,Ghana,July,1984,0.779
GHA,Ghana,August,1984,0.918
GHA,Ghana,September,1984,0.081
GHA,Ghana,October,1984,0.531
GHA,Ghana,November,1984,0.995
GHA,Ghana,December,1984,-0.103
GRE,Greece,January,1984,1.109
GRE,Greece,February,1984,0.01
GRE,Greece,March,1984,-0.433
GRE,Greece,April,1984,-1.38
GRE,Greece,May,1984,0.598
GRE,Greece,June,1984,-0.777
GRE,Greece,July,1984,-0.86
GRE,Greece,August,1984,-1.549
GRE,Greece,September,1984,0.492
GRE,Greece,October,1984,1.873
GRE,Greece,November,1984,-0.007
GRE,Greece,December,1984,-0.762
GRN,Grenada,January,1984,-0.229
GRN,Grenada,February,1984,-0.102
GRN,Grenada,March,1984,-0.084
GRN,Grenada,April,1984,0.147
GRN,Grenada,May,1984,-0.136
GRN,Grenada,June,1984,0.501
GRN,Grenada,July,1984,-0.217
GRN,Grenada,August,1984,-0.041
GRN,Grenada,September,1984,-0.132
GRN,Grenada,October,1984,-0.18
GRN,Grenada,November,1984,-0.385
GRN,Grenada,December,1984,-0.209
GUA,Guatemala,January,1984,0.222
GUA,Guatemala,February,1984,0.603
GUA,Guatemala,March,1984,0.288
GUA,Guatemala,April,1984,0.74
GUA,Guatemala,May,1984,-0.033
GUA,Guatemala,June,1984,-0.191
GUA,Guatemala,July,1984,-0.127
GUA,Guatemala,August,1984,-0.06
GUA,Guatemala,September,1984,-0.109
GUA,Guatemala,October,1984,0.593
GUA,Guatemala,November,1984,-0.602
GUA,Guatemala,December,1984,0.561
GUY,Guyana,January,1984,0.061
GUY,Guyana,February,1984,-0.099
GUY,Guyana,March,1984,0.321
GUY,Guyana,April,1984,0.537
GUY,Guyana,May,1984,-0.272
GUY,Guyana,June,1984,-0.128
GUY,Guyana,July,1984,-0.339
GUY,Guyana,August,1984,-0.21
GUY,Guyana,September,1984,-0.616
GUY,Guyana,October,1984,-1.837
GUY,Guyana,November,1984,-1.623
GUY,Guyana,December,1984,-0.276
HAI,Haiti,January,1984,0.723
HAI,Haiti,February,1984,0.599
HAI,Haiti,March,1984,0.457
HAI,Haiti,April,1984,1.044
HAI,Haiti,May,1984,0.64
HAI,Haiti,June,1984,-0.071
HAI,Haiti,July,1984,-0.01
HAI,Haiti,August,1984,-0.302
HAI,Haiti,September,1984,-0.251
HAI,Haiti,October,1984,-0.402
HAI,Haiti,November,1984,-0.308
HAI,Haiti,December,1984,-0.193
HUN,Hungary,January,1984,1.698
HUN,Hungary,February,1984,-0.351
HUN,Hungary,March,1984,-0.681
HUN,Hungary,April,1984,-0.406
HUN,Hungary,May,1984,-0.236
HUN,Hungary,June,1984,-1.565
HUN,Hungary,July,1984,-1.597
HUN,Hungary,August,1984,-0.347
HUN,Hungary,September,1984,0.346
HUN,Hungary,October,1984,1.561
HUN,Hungary,November,1984,0.245
HUN,Hungary,December,1984,-0.764
ISL,Iceland,January,1984,-2.244
ISL,Iceland,February,1984,0.517
ISL,Iceland,March,1984,0.566
ISL,Iceland,April,1984,0.823
ISL,Iceland,May,1984,0.132
ISL,Iceland,June,1984,0.746
ISL,Iceland,July,1984,1.051
ISL,Iceland,August,1984,0.551
ISL,Iceland,September,1984,-0.234
ISL,Iceland,October,1984,-0.917
ISL,Iceland,November,1984,0.004
ISL,Iceland,December,1984,1.219
IND,India,January,1984,-0.195
IND,India,February,1984,-1.195
IND,India,March,1984,0.707
IND,India,April,1984,0.202
IND,India,May,1984,0.897
IND,India,June,1984,-0.274
IND,India,July,1984,-0.355
IND,India,August,1984,-0.217
IND,India,September,1984,-0.44
IND,India,October,1984,-0.166
IND,India,November,1984,-0.611
IND,India,December,1984,0.38
INA,Indonesia,January,1984,-0.378
INA,Indonesia,February,1984,-0.407
INA,Indonesia,March,1984,-0.286
INA,Indonesia,April,1984,-0.223
INA,Indonesia,May,1984,-0.413
INA,Indonesia,June,1984,-0.01
INA,Indonesia,July,1984,-0.13
INA,Indonesia,August,1984,0.362
INA,Indonesia,September,1984,-0.247
INA,Indonesia,October,1984,-0.088
INA,Indonesia,November,1984,0.001
INA,Indonesia,December,1984,-0.061
IRI,Iran,January,1984,0.901
IRI,Iran,February,1984,-1.695
IRI,Iran,March,1984,1.205
IRI,Iran,April,1984,1.334
IRI,Iran,May,1984,-1.263
IRI,Iran,June,1984,0.155
IRI,Iran,July,1984,0.239
IRI,Iran,August,1984,0.902
IRI,Iran,September,1984,-0.07
IRI,Iran,October,1984,-1.379
IRI,Iran,November,1984,1.042
IRI,Iran,December,1984,-2.376
IRQ,Iraq,January,1984,1.322
IRQ,Iraq,February,1984,0.545
IRQ,Iraq,March,1984,0.807
IRQ,Iraq,April,1984,0.323
IRQ,Iraq,May,1984,-1.308
IRQ,Iraq,June,1984,-0.083
IRQ,Iraq,July,1984,0.381
IRQ,Iraq,August,1984,-1.938
IRQ,Iraq,September,1984,-0.091
IRQ,Iraq,October,1984,-1.007
IRQ,Iraq,November,1984,-0.125
IRQ,Iraq,December,1984,-1.861
IRL,Ireland,January,1984,-0.555
IRL,Ireland,February,1984,0.915
IRL,Ireland,March,1984,-0.865
IRL,Ireland,April,1984,0.822
IRL,Ireland,May,1984,-0.703
IRL,Ireland,June,1984,0.513
IRL,Ireland,July,1984,1.236
IRL,Ireland,August,1984,1.67
IRL,Ireland,September,1984,-0.096
IRL,Ireland,October,1984,-0.172
IRL,Ireland,November,1984,-0.335
IRL,Ireland,December,1984,0.452
ISR,Israel,January,1984,0.047
ISR,Israel,February,1984,0.442
ISR,Israel,March,1984,0.534
ISR,Israel,April,1984,-0.834
ISR,Israel,May,1984,0.776
ISR,Israel,June,1984,-0.737
ISR,Israel,July,1984,-0.675
ISR,Israel,August,1984,-1.499
ISR,Israel,September,1984,0.079
ISR,Israel,October,1984,0.117
ISR,Israel,November,1984,-0.742
ISR,Israel,December,1984,-1.408
ITA,Italy,January,1984,0.349
ITA,Italy,February,1984,-1.32
ITA,Italy,March,1984,-1.227
ITA,Italy,April,1984,-0.801
ITA,Italy,May,1984,-1.503
ITA,Italy,June,1984,-0.873
ITA,Italy,July,1984,0.157
ITA,Italy,August,1984,-0.792
ITA,Italy,September,1984,-1.055
ITA,Italy,October,1984,0.496
ITA,Italy,November,1984,1.22
ITA,Italy,December,1984,0.525
JAM,Jamaica,January,1984,0.325
JAM,Jamaica,February,1984,0.4
JAM,Jamaica,March,1984,0.252
JAM,Jamaica,April,1984,0.38
JAM,Jamaica,May,1984,0.193
JAM,Jamaica,June,1984,0.283
JAM,Jamaica,July,1984,0.118
JAM,Jamaica,August,1984,-0.078
JAM,Jamaica,September,1984,-0.444
JAM,Jamaica,October,1984,-0.138
JAM,Jamaica,November,1984,-0.309
JAM,Jamaica,December,1984,0.486
JPN,Japan,January,1984,-1.473
JPN,Japan,February,1984,-2.32
JPN,Japan,March,1984,-2.374
JPN,Japan,April,1984,-1.3
JPN,Japan,May,1984,-0.799
JPN,Japan,June,1984,1.131
JPN,Japan,July,1984,0.911
JPN,Japan,August,1984,0.979
JPN,Japan,September,1984,-0.218
JPN,Japan,October,1984,-0.704
JPN,Japan,November,1984,0.063
JPN,Japan,December,1984,-0.457
KAZ,Kazakhstan,January,1984,NA
KAZ,Kazakhstan,February,1984,NA
KAZ,Kazakhstan,March,1984,NA
KAZ,Kazakhstan,April,1984,NA
KAZ,Kazakhstan,May,1984,NA
KAZ,Kazakhstan,June,1984,NA
KAZ,Kazakhstan,July,1984,NA
KAZ,Kazakhstan,August,1984,NA
KAZ,Kazakhstan,September,1984,NA
KAZ,Kazakhstan,October,1984,NA
KAZ,Kazakhstan,November,1984,NA
KAZ,Kazakhstan,December,1984,NA
KEN,Kenya,January,1984,0.416
KEN,Kenya,February,1984,-0.237
KEN,Kenya,March,1984,0.483
KEN,Kenya,April,1984,0.555
KEN,Kenya,May,1984,0.437
KEN,Kenya,June,1984,0.29
KEN,Kenya,July,1984,0.031
KEN,Kenya,August,1984,-0.03
KEN,Kenya,September,1984,0.204
KEN,Kenya,October,1984,-0.059
KEN,Kenya,November,1984,-0.182
KEN,Kenya,December,1984,-0.018
KUW,Kuwait,January,1984,0.3
KUW,Kuwait,February,1984,0.544
KUW,Kuwait,March,1984,0.99
KUW,Kuwait,April,1984,1.646
KUW,Kuwait,May,1984,-1.027
KUW,Kuwait,June,1984,-0.187
KUW,Kuwait,July,1984,1.306
KUW,Kuwait,August,1984,-1.679
KUW,Kuwait,September,1984,0.201
KUW,Kuwait,October,1984,-1.126
KUW,Kuwait,November,1984,1.12
KUW,Kuwait,December,1984,-1.318
KGZ,Kyrgyzstan,January,1984,NA
KGZ,Kyrgyzstan,February,1984,NA
KGZ,Kyrgyzstan,March,1984,NA
KGZ,Kyrgyzstan,April,1984,NA
KGZ,Kyrgyzstan,May,1984,NA
KGZ,Kyrgyzstan,June,1984,NA
KGZ,Kyrgyzstan,July,1984,NA
KGZ,Kyrgyzstan,August,1984,NA
KGZ,Kyrgyzstan,September,1984,NA
KGZ,Kyrgyzstan,October,1984,NA
KGZ,Kyrgyzstan,November,1984,NA
KGZ,Kyrgyzstan,December,1984,NA
LAT,Latvia,January,1984,NA
LAT,Latvia,February,1984,NA
LAT,Latvia,March,1984,NA
LAT,Latvia,April,1984,NA
LAT,Latvia,May,1984,NA
LAT,Latvia,June,1984,NA
LAT,Latvia,July,1984,NA
LAT,Latvia,August,1984,NA
LAT,Latvia,September,1984,NA
LAT,Latvia,October,1984,NA
LAT,Latvia,November,1984,NA
LAT,Latvia,December,1984,NA
LIB,Lebanon,January,1984,0.745
LIB,Lebanon,February,1984,0.662
LIB,Lebanon,March,1984,0.525
LIB,Lebanon,April,1984,-0.941
LIB,Lebanon,May,1984,0.729
LIB,Lebanon,June,1984,-0.392
LIB,Lebanon,July,1984,-0.313
LIB,Lebanon,August,1984,-1.428
LIB,Lebanon,September,1984,0.133
LIB,Lebanon,October,1984,-0.069
LIB,Lebanon,November,1984,-0.829
LIB,Lebanon,December,1984,-1.788
LTU,Lithuania,January,1984,NA
LTU,Lithuania,February,1984,NA
LTU,Lithuania,March,1984,NA
LTU,Lithuania,April,1984,NA
LTU,Lithuania,May,1984,NA
LTU,Lithuania,June,1984,NA
LTU,Lithuania,July,1984,NA
LTU,Lithuania,August,1984,NA
LTU,Lithuania,September,1984,NA
LTU,Lithuania,October,1984,NA
LTU,Lithuania,November,1984,NA
LTU,Lithuania,December,1984,NA
LUX,Luxembourg,January,1984,NA
LUX,Luxembourg,February,1984,NA
LUX,Luxembourg,March,1984,NA
LUX,Luxembourg,April,1984,NA
LUX,Luxembourg,May,1984,NA
LUX,Luxembourg,June,1984,NA
LUX,Luxembourg,July,1984,NA
LUX,Luxembourg,August,1984,NA
LUX,Luxembourg,September,1984,NA
LUX,Luxembourg,October,1984,NA
LUX,Luxembourg,November,1984,NA
LUX,Luxembourg,December,1984,NA
MAS,Malaysia,January,1984,-0.026
MAS,Malaysia,February,1984,-0.198
MAS,Malaysia,March,1984,0.002
MAS,Malaysia,April,1984,0.032
MAS,Malaysia,May,1984,-0.204
MAS,Malaysia,June,1984,0.092
MAS,Malaysia,July,1984,-0.214
MAS,Malaysia,August,1984,0.424
MAS,Malaysia,September,1984,-0.128
MAS,Malaysia,October,1984,0.142
MAS,Malaysia,November,1984,0.208
MAS,Malaysia,December,1984,0.126
MRI,Mauritius,January,1984,-0.246
MRI,Mauritius,February,1984,0.079
MRI,Mauritius,March,1984,-0.115
MRI,Mauritius,April,1984,-0.396
MRI,Mauritius,May,1984,-0.824
MRI,Mauritius,June,1984,-0.85
MRI,Mauritius,July,1984,-1.267
MRI,Mauritius,August,1984,-0.518
MRI,Mauritius,September,1984,0.084
MRI,Mauritius,October,1984,-0.038
MRI,Mauritius,November,1984,-0.068
MRI,Mauritius,December,1984,-0.368
MEX,Mexico,January,1984,-0.336
MEX,Mexico,February,1984,-0.077
MEX,Mexico,March,1984,0.464
MEX,Mexico,April,1984,0.411
MEX,Mexico,May,1984,0.46
MEX,Mexico,June,1984,-0.379
MEX,Mexico,July,1984,-0.791
MEX,Mexico,August,1984,-0.363
MEX,Mexico,September,1984,-0.436
MEX,Mexico,October,1984,-0.041
MEX,Mexico,November,1984,-0.287
MEX,Mexico,December,1984,1.024
MGL,Mongolia,January,1984,-1.264
MGL,Mongolia,February,1984,-2.923
MGL,Mongolia,March,1984,-1.212
MGL,Mongolia,April,1984,-0.518
MGL,Mongolia,May,1984,1.521
MGL,Mongolia,June,1984,-0.344
MGL,Mongolia,July,1984,-0.838
MGL,Mongolia,August,1984,-1.027
MGL,Mongolia,September,1984,0.273
MGL,Mongolia,October,1984,0.737
MGL,Mongolia,November,1984,0.11
MGL,Mongolia,December,1984,-2.61
MNE,Montenegro,January,1984,NA
MNE,Montenegro,February,1984,NA
MNE,Montenegro,March,1984,NA
MNE,Montenegro,April,1984,NA
MNE,Montenegro,May,1984,NA
MNE,Montenegro,June,1984,NA
MNE,Montenegro,July,1984,NA
MNE,Montenegro,August,1984,NA
MNE,Montenegro,September,1984,NA
MNE,Montenegro,October,1984,NA
MNE,Montenegro,November,1984,NA
MNE,Montenegro,December,1984,NA
MAR,Morocco,January,1984,-0.522
MAR,Morocco,February,1984,-0.459
MAR,Morocco,March,1984,-0.701
MAR,Morocco,April,1984,2.866
MAR,Morocco,May,1984,-2.826
MAR,Morocco,June,1984,0.568
MAR,Morocco,July,1984,1.521
MAR,Morocco,August,1984,-0.158
MAR,Morocco,September,1984,1.01
MAR,Morocco,October,1984,0.144
MAR,Morocco,November,1984,0.391
MAR,Morocco,December,1984,1.056
MOZ,Mozambique,January,1984,0.381
MOZ,Mozambique,February,1984,-0.115
MOZ,Mozambique,March,1984,0.121
MOZ,Mozambique,April,1984,-0.131
MOZ,Mozambique,May,1984,0.853
MOZ,Mozambique,June,1984,0.158
MOZ,Mozambique,July,1984,0.732
MOZ,Mozambique,August,1984,-0.256
MOZ,Mozambique,September,1984,0.426
MOZ,Mozambique,October,1984,0.229
MOZ,Mozambique,November,1984,-0.751
MOZ,Mozambique,December,1984,0.064
NAM,Namibia,January,1984,0.915
NAM,Namibia,February,1984,1.794
NAM,Namibia,March,1984,1.736
NAM,Namibia,April,1984,0.868
NAM,Namibia,May,1984,0.806
NAM,Namibia,June,1984,0.652
NAM,Namibia,July,1984,0.302
NAM,Namibia,August,1984,0.885
NAM,Namibia,September,1984,0.818
NAM,Namibia,October,1984,-0.189
NAM,Namibia,November,1984,0.438
NAM,Namibia,December,1984,0.109
NED,Netherlands,January,1984,1.428
NED,Netherlands,February,1984,-0.141
NED,Netherlands,March,1984,-0.903
NED,Netherlands,April,1984,-0.362
NED,Netherlands,May,1984,-1.305
NED,Netherlands,June,1984,-1.312
NED,Netherlands,July,1984,-0.638
NED,Netherlands,August,1984,1.205
NED,Netherlands,September,1984,-0.696
NED,Netherlands,October,1984,1.212
NED,Netherlands,November,1984,1.957
NED,Netherlands,December,1984,0.83
NZL,New Zealand,January,1984,-1.466
NZL,New Zealand,February,1984,-0.291
NZL,New Zealand,March,1984,0.848
NZL,New Zealand,April,1984,-0.085
NZL,New Zealand,May,1984,-0.621
NZL,New Zealand,June,1984,1.012
NZL,New Zealand,July,1984,1.01
NZL,New Zealand,August,1984,1.097
NZL,New Zealand,September,1984,0.032
NZL,New Zealand,October,1984,-0.205
NZL,New Zealand,November,1984,1.317
NZL,New Zealand,December,1984,1.205
NIG,Niger,January,1984,-1.238
NIG,Niger,February,1984,-1.375
NIG,Niger,March,1984,1.007
NIG,Niger,April,1984,0.937
NIG,Niger,May,1984,2.015
